Unnamed: 0,name,latitude,longitude,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,windspeed,winddir,sealevelpressure,visibility,solarradiation,solarenergy,uvindex,conditions,description,icon,Bad API Request:Invalid location parameter value.
0,"Islamabad, Pakistan",33.708,73.07,2023-11-17,24.2,14.3,18.3,24.2,14.3,18.3,-1.1,27.7,0.0,0.0,9.4,345.9,1019.5,24.1,163.7,14.2,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
1,"Islamabad, Pakistan",33.708,73.07,2023-11-18,23.1,14.9,18.3,23.1,14.9,18.3,-1.7,26.1,0.0,0.0,7.6,32.8,1016.9,24.1,119.3,10.2,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
2,"Islamabad, Pakistan",33.708,73.07,2023-11-19,22.7,15.8,18.4,22.7,15.8,18.4,-1.0,27.3,0.0,0.0,7.9,83.9,1017.6,24.1,118.2,10.4,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
3,"Islamabad, Pakistan",33.708,73.07,2023-11-20,23.8,14.2,18.0,23.8,14.2,18.0,0.1,30.8,0.0,0.0,10.1,341.9,1017.8,24.1,157.5,13.7,6.0,Clear,Clear conditions throughout the day.,clear-day,
4,"Islamabad, Pakistan",33.708,73.07,2023-11-21,23.8,14.1,17.8,23.8,14.1,17.8,0.3,31.3,0.0,0.0,11.2,337.0,1016.3,24.1,145.6,12.7,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
5,"Islamabad, Pakistan",33.708,73.07,2023-11-22,24.3,14.0,17.9,24.3,14.0,17.9,-1.2,28.0,0.0,0.0,8.6,344.6,1013.2,24.1,178.7,15.5,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Islamabad, Pakistan",33.708,73.07,2023-11-23,23.7,14.8,18.0,23.7,14.8,18.0,-1.5,27.1,0.0,0.0,9.7,72.0,1013.2,24.1,154.3,13.5,6.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Islamabad, Pakistan",33.708,73.07,2023-11-24,23.4,14.8,18.1,23.4,14.8,18.1,-1.3,27.2,0.0,0.0,9.4,10.6,1016.2,24.1,134.1,11.5,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
8,"Islamabad, Pakistan",33.708,73.07,2023-11-25,22.3,15.5,18.1,22.3,15.5,18.1,-0.1,29.5,0.0,0.0,7.2,96.7,1015.0,24.1,96.6,8.4,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
9,"Islamabad, Pakistan",33.708,73.07,2023-11-26,23.0,16.7,18.6,23.0,16.7,18.6,0.2,29.3,0.0,0.0,10.1,24.0,1016.7,24.1,103.9,9.0,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
10,"Islamabad, Pakistan",33.708,73.07,2023-11-27,21.4,14.7,16.9,21.4,14.7,16.9,2.7,38.8,0.0,0.0,12.6,335.4,1018.0,24.1,111.9,9.9,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
11,"Islamabad, Pakistan",33.708,73.07,2023-11-28,20.8,13.8,16.1,20.8,13.8,16.1,2.9,41.6,0.0,0.0,13.3,322.2,1017.5,24.1,112.9,9.6,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
12,"Islamabad, Pakistan",33.708,73.07,2023-11-29,15.2,12.1,14.1,15.2,12.1,14.1,6.1,60.3,2.8,16.67,10.8,321.5,1017.5,24.1,27.9,2.4,1.0,Overcast,Cloudy skies throughout the day.,cloudy,
13,"Islamabad, Pakistan",33.708,73.07,2023-11-30,14.8,11.3,12.7,14.8,11.3,12.7,9.2,79.5,7.0,33.33,8.6,349.9,1016.8,22.0,36.4,3.0,1.0,Overcast,Cloudy skies throughout the day.,cloudy,
14,"Islamabad, Pakistan",33.708,73.07,2023-12-01,19.4,10.6,14.0,19.4,10.6,14.0,6.8,63.0,0.3,4.17,6.8,331.8,1014.4,24.1,140.6,12.0,5.0,Clear,Clear conditions throughout the day.,clear-day,
0,"Lahore, Pakistan",31.539,74.303,2023-11-17,26.0,13.9,20.3,26.0,13.9,20.3,10.3,58.1,0.0,0.0,14.8,336.1,1018.7,6.5,167.3,14.4,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
1,"Lahore, Pakistan",31.539,74.303,2023-11-18,27.6,17.9,22.4,26.7,17.9,22.2,0.2,23.5,0.0,0.0,6.1,336.8,1015.8,24.1,150.2,13.1,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
2,"Lahore, Pakistan",31.539,74.303,2023-11-19,28.0,17.7,22.4,26.6,17.7,22.2,0.0,23.1,0.0,0.0,8.6,50.7,1016.3,24.1,165.6,14.3,6.0,Clear,Clear conditions throughout the day.,clear-day,
3,"Lahore, Pakistan",31.539,74.303,2023-11-20,27.9,17.7,22.3,26.5,17.7,22.0,-0.4,22.8,0.0,0.0,7.9,357.9,1016.6,24.1,164.0,14.2,6.0,Clear,Clear conditions throughout the day.,clear-day,
4,"Lahore, Pakistan",31.539,74.303,2023-11-21,27.3,17.4,21.8,26.7,17.4,21.7,-0.9,22.3,0.0,0.0,8.3,323.5,1015.4,24.1,147.3,12.8,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
5,"Lahore, Pakistan",31.539,74.303,2023-11-22,28.1,16.8,21.6,26.7,16.8,21.5,-1.8,21.6,0.0,0.0,8.3,303.0,1012.5,24.1,187.9,16.4,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Lahore, Pakistan",31.539,74.303,2023-11-23,28.4,17.6,22.3,26.9,17.6,22.1,-1.9,20.2,0.0,0.0,8.6,86.7,1012.1,24.1,159.1,13.8,6.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Lahore, Pakistan",31.539,74.303,2023-11-24,28.3,17.9,22.4,26.8,17.9,22.2,-0.3,22.6,0.0,0.0,8.4,64.8,1014.9,24.1,152.1,12.9,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
8,"Lahore, Pakistan",31.539,74.303,2023-11-25,26.9,19.5,22.5,26.3,19.5,22.4,0.9,24.3,0.0,0.0,7.1,43.7,1014.3,24.1,107.6,9.3,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
9,"Lahore, Pakistan",31.539,74.303,2023-11-26,28.1,19.9,23.0,26.7,19.9,22.8,1.1,24.1,0.0,0.0,9.7,74.6,1015.1,24.1,130.6,11.4,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
10,"Lahore, Pakistan",31.539,74.303,2023-11-27,27.4,18.9,22.3,26.6,18.9,22.3,1.2,25.1,0.0,0.0,10.8,38.4,1015.8,24.1,128.3,11.1,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
11,"Lahore, Pakistan",31.539,74.303,2023-11-28,23.3,19.6,21.2,23.3,19.6,21.2,5.9,37.0,0.0,0.0,10.2,354.3,1016.6,24.1,56.8,4.8,3.0,Overcast,Cloudy skies throughout the day.,cloudy,
12,"Lahore, Pakistan",31.539,74.303,2023-11-29,21.1,16.5,19.1,21.1,16.5,19.1,8.3,51.0,0.6,16.67,11.5,29.0,1015.9,23.8,44.9,3.9,2.0,Overcast,Cloudy skies throughout the day.,cloudy,
13,"Lahore, Pakistan",31.539,74.303,2023-11-30,21.9,15.7,17.9,21.9,15.7,17.9,12.4,71.1,6.3,29.17,10.2,17.1,1014.8,22.0,133.1,11.4,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
14,"Lahore, Pakistan",31.539,74.303,2023-12-01,22.8,14.5,18.2,22.8,14.5,18.2,10.2,61.2,0.0,0.0,9.4,329.7,1013.5,24.1,146.4,12.7,5.0,Clear,Clear conditions throughout the day.,clear-day,
0,"Karachi, Pakistan",24.896,66.999,2023-11-17,29.0,20.0,24.6,27.5,20.0,24.1,4.4,30.0,0.0,0.0,24.1,41.6,1017.1,7.8,175.0,15.2,7.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
1,"Karachi, Pakistan",24.896,66.999,2023-11-18,30.6,20.4,24.8,28.6,20.4,24.3,-1.0,19.5,0.0,0.0,16.6,24.8,1015.0,24.1,190.7,16.4,7.0,Clear,Clear conditions throughout the day.,clear-day,
2,"Karachi, Pakistan",24.896,66.999,2023-11-19,31.8,20.4,25.4,29.6,20.4,24.7,0.9,22.0,0.0,0.0,9.7,22.3,1014.8,24.1,189.4,16.4,7.0,Clear,Clear conditions throughout the day.,clear-day,
3,"Karachi, Pakistan",24.896,66.999,2023-11-20,32.2,21.9,26.5,29.9,21.9,25.6,-1.8,16.0,0.0,0.0,23.4,50.4,1015.1,24.1,187.8,16.1,7.0,Clear,Clear conditions throughout the day.,clear-day,
4,"Karachi, Pakistan",24.896,66.999,2023-11-21,32.3,22.3,26.4,30.0,22.3,25.7,0.1,19.1,0.0,0.0,18.7,42.0,1014.6,24.1,186.8,16.1,7.0,Clear,Clear conditions throughout the day.,clear-day,
5,"Karachi, Pakistan",24.896,66.999,2023-11-22,31.5,20.7,25.5,29.3,20.7,24.9,7.8,35.3,0.0,0.0,20.5,283.4,1013.0,24.1,202.8,17.6,7.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Karachi, Pakistan",24.896,66.999,2023-11-23,32.6,22.5,26.2,30.5,22.5,25.7,15.0,55.4,0.0,0.0,17.6,265.8,1010.3,24.1,178.6,15.6,7.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Karachi, Pakistan",24.896,66.999,2023-11-24,30.9,21.9,25.6,30.3,21.9,25.6,18.2,66.7,0.0,0.0,18.4,203.5,1011.2,24.1,173.6,15.0,6.0,Clear,Clear conditions throughout the day.,clear-day,
8,"Karachi, Pakistan",24.896,66.999,2023-11-25,31.4,21.8,25.7,29.3,21.8,25.2,13.1,51.6,0.0,0.0,16.2,300.7,1011.7,24.1,175.5,15.0,6.0,Clear,Clear conditions throughout the day.,clear-day,
9,"Karachi, Pakistan",24.896,66.999,2023-11-26,31.1,21.2,25.0,29.0,21.2,24.6,11.6,48.7,0.0,0.0,23.8,303.9,1011.9,24.1,168.1,14.4,7.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
10,"Karachi, Pakistan",24.896,66.999,2023-11-27,30.0,22.2,25.2,28.3,22.2,24.9,13.2,49.6,0.0,0.0,23.0,276.3,1011.1,24.1,143.8,12.6,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
11,"Karachi, Pakistan",24.896,66.999,2023-11-28,28.3,22.1,24.5,27.2,22.1,24.3,9.0,37.7,0.1,4.17,14.8,27.2,1012.9,24.1,131.4,11.4,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
12,"Karachi, Pakistan",24.896,66.999,2023-11-29,26.4,20.7,23.2,26.4,20.7,23.2,10.4,44.9,0.0,0.0,18.4,32.5,1013.9,24.1,118.9,10.5,4.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
13,"Karachi, Pakistan",24.896,66.999,2023-11-30,27.8,20.1,23.0,27.0,20.1,22.9,11.5,49.1,0.0,0.0,22.3,350.3,1014.3,24.1,170.5,15.0,6.0,Clear,Clear conditions throughout the day.,clear-day,
14,"Karachi, Pakistan",24.896,66.999,2023-12-01,27.6,20.2,23.0,26.7,20.2,22.9,11.4,49.8,0.0,0.0,22.7,279.4,1013.7,24.1,175.0,15.0,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
0,"Peshawar, Pakistan",34.008,71.517,2023-11-17,25.0,11.0,18.2,25.0,11.0,18.2,2.4,38.5,0.0,0.0,7.6,208.1,1020.3,9.0,152.6,13.1,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
1,"Peshawar, Pakistan",34.008,71.517,2023-11-18,23.5,17.3,20.4,23.5,17.3,20.4,-5.2,17.5,0.0,0.0,3.6,61.2,1016.4,24.1,97.9,8.6,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
2,"Peshawar, Pakistan",34.008,71.517,2023-11-19,24.3,17.9,20.7,24.3,17.9,20.7,-4.2,18.5,0.0,0.0,4.7,43.5,1017.1,24.1,125.7,10.9,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
3,"Peshawar, Pakistan",34.008,71.517,2023-11-20,24.9,16.4,20.3,24.9,16.4,20.3,-2.9,21.2,0.0,0.0,5.0,71.9,1017.5,24.1,151.7,13.2,6.0,Clear,Clear conditions throughout the day.,clear-day,
4,"Peshawar, Pakistan",34.008,71.517,2023-11-21,25.1,16.4,20.1,25.1,16.4,20.1,-3.6,20.5,0.0,0.0,5.8,82.9,1016.2,24.1,138.8,11.9,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
5,"Peshawar, Pakistan",34.008,71.517,2023-11-22,25.1,16.1,20.2,25.1,16.1,20.2,-4.4,19.0,0.0,0.0,5.0,72.0,1012.9,24.1,171.8,14.6,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Peshawar, Pakistan",34.008,71.517,2023-11-23,24.2,16.3,19.7,24.2,16.3,19.7,-2.0,23.4,0.0,0.0,4.3,56.6,1012.8,24.1,147.5,13.0,6.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Peshawar, Pakistan",34.008,71.517,2023-11-24,23.2,16.5,19.6,23.2,16.5,19.6,-1.1,25.0,0.0,0.0,3.8,110.7,1016.3,24.1,114.6,9.9,4.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
8,"Peshawar, Pakistan",34.008,71.517,2023-11-25,23.1,17.7,20.1,23.1,17.7,20.1,-0.9,24.6,0.0,0.0,5.4,59.4,1014.8,24.1,96.0,8.4,3.0,Overcast,Cloudy skies throughout the day.,cloudy,
9,"Peshawar, Pakistan",34.008,71.517,2023-11-26,23.0,17.7,19.6,23.0,17.7,19.6,1.9,31.6,0.0,0.0,19.4,305.3,1017.0,24.1,80.4,6.9,3.0,Overcast,Cloudy skies throughout the day.,cloudy,
10,"Peshawar, Pakistan",34.008,71.517,2023-11-27,20.7,16.7,18.4,20.7,16.7,18.4,6.9,47.1,0.1,4.17,15.1,304.2,1019.7,24.1,105.0,9.3,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
11,"Peshawar, Pakistan",34.008,71.517,2023-11-28,18.6,16.4,17.3,18.6,16.4,17.3,8.2,55.3,1.0,20.83,17.6,286.6,1018.8,24.1,45.1,4.2,2.0,Overcast,Cloudy skies throughout the day.,cloudy,
12,"Peshawar, Pakistan",34.008,71.517,2023-11-29,16.7,14.4,15.4,16.7,14.4,15.4,8.7,64.6,1.5,12.5,13.7,299.9,1018.6,24.0,13.9,0.9,1.0,Overcast,Cloudy skies throughout the day.,cloudy,
13,"Peshawar, Pakistan",34.008,71.517,2023-11-30,17.6,14.2,15.6,17.6,14.2,15.6,7.3,58.0,0.1,4.17,4.7,190.7,1017.6,24.1,67.5,5.9,3.0,Overcast,Cloudy skies throughout the day.,cloudy,
14,"Peshawar, Pakistan",34.008,71.517,2023-12-01,21.1,14.1,17.0,21.1,14.1,17.0,1.3,36.3,0.0,0.0,7.2,286.5,1014.7,24.1,135.6,11.9,5.0,Clear,Clear conditions throughout the day.,clear-day,
0,"Sialkot, Pakistan",32.519,74.554,2023-11-17,27.0,13.0,19.5,26.8,13.0,19.5,10.3,60.6,0.0,0.0,11.2,296.4,1019.0,7.4,168.3,14.5,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
1,"Sialkot, Pakistan",32.519,74.554,2023-11-18,26.7,15.8,20.6,26.7,15.8,20.6,1.0,28.0,0.0,0.0,7.6,314.6,1015.8,24.1,151.3,13.2,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
2,"Sialkot, Pakistan",32.519,74.554,2023-11-19,26.8,15.6,20.6,26.6,15.6,20.6,0.9,27.7,0.0,0.0,7.2,48.5,1016.7,24.1,161.8,14.0,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
3,"Sialkot, Pakistan",32.519,74.554,2023-11-20,26.7,15.6,20.4,26.7,15.6,20.4,1.1,28.6,0.0,0.0,8.6,327.2,1016.7,24.1,163.5,14.1,6.0,Clear,Clear conditions throughout the day.,clear-day,
4,"Sialkot, Pakistan",32.519,74.554,2023-11-21,27.1,15.5,20.2,26.7,15.5,20.1,1.0,29.1,0.0,0.0,14.8,304.5,1015.4,24.1,151.2,13.0,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
5,"Sialkot, Pakistan",32.519,74.554,2023-11-22,27.1,14.8,19.9,26.1,14.8,19.8,1.0,29.4,0.0,0.0,9.7,301.1,1012.5,24.1,185.4,16.0,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Sialkot, Pakistan",32.519,74.554,2023-11-23,26.9,15.4,20.1,26.0,15.4,20.1,0.8,28.3,0.0,0.0,9.7,77.7,1012.3,24.1,160.8,13.8,6.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Sialkot, Pakistan",32.519,74.554,2023-11-24,27.2,15.8,20.5,26.3,15.8,20.5,1.1,28.1,0.0,0.0,9.4,14.6,1015.0,24.1,152.3,12.9,6.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
8,"Sialkot, Pakistan",32.519,74.554,2023-11-25,25.6,16.7,20.3,25.6,16.7,20.3,0.3,26.8,0.0,0.0,6.8,350.7,1014.3,24.1,102.1,9.0,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
9,"Sialkot, Pakistan",32.519,74.554,2023-11-26,26.2,17.6,20.7,26.2,17.6,20.7,0.5,26.3,0.0,0.0,7.9,63.4,1015.7,24.1,113.8,9.9,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
10,"Sialkot, Pakistan",32.519,74.554,2023-11-27,26.6,16.2,20.1,26.6,16.2,20.1,1.0,28.5,0.0,0.0,9.4,335.9,1016.3,24.1,133.1,11.7,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
11,"Sialkot, Pakistan",32.519,74.554,2023-11-28,23.0,16.6,19.3,23.0,16.6,19.3,2.8,33.7,0.0,0.0,10.8,280.2,1016.4,24.1,75.3,6.6,3.0,Overcast,Cloudy skies throughout the day.,cloudy,
12,"Sialkot, Pakistan",32.519,74.554,2023-11-29,23.1,15.4,18.0,23.1,15.4,18.0,7.2,52.9,1.2,12.5,13.3,301.7,1016.5,22.4,56.6,5.1,3.0,Overcast,Cloudy skies throughout the day.,cloudy,
13,"Sialkot, Pakistan",32.519,74.554,2023-11-30,20.5,14.1,16.6,20.5,14.1,16.6,11.4,72.0,5.6,33.33,12.6,59.3,1015.4,21.1,88.1,7.5,3.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
14,"Sialkot, Pakistan",32.519,74.554,2023-12-01,22.4,13.0,17.0,22.4,13.0,17.0,9.6,63.3,0.0,0.0,8.9,324.2,1013.4,24.1,146.5,12.7,5.0,Clear,Clear conditions throughout the day.,clear-day,
0,"Quetta, Pakistan",30.221,67.009,2023-11-17,17.5,10.4,13.4,17.5,10.4,13.4,-6.6,25.5,0.0,0.0,9.4,138.0,1020.5,24.1,159.7,13.8,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
1,"Quetta, Pakistan",30.221,67.009,2023-11-18,16.0,10.7,13.4,16.0,10.7,13.4,-3.6,31.0,0.0,0.0,8.6,306.4,1018.6,24.1,152.9,13.1,6.0,Overcast,Cloudy skies throughout the day.,cloudy,
2,"Quetta, Pakistan",30.221,67.009,2023-11-19,15.9,9.0,12.6,15.9,9.0,12.6,0.1,43.0,0.0,0.0,7.6,296.9,1019.3,24.1,175.4,14.9,7.0,Clear,Clear conditions throughout the day.,clear-day,
3,"Quetta, Pakistan",30.221,67.009,2023-11-20,16.6,8.3,12.4,16.6,7.7,12.4,-1.7,40.0,0.0,0.0,6.8,190.9,1019.8,24.1,162.4,14.0,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
4,"Quetta, Pakistan",30.221,67.009,2023-11-21,15.9,10.8,13.0,15.9,10.8,13.0,-1.9,35.9,0.1,4.17,7.2,160.0,1019.0,24.1,127.8,11.0,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
5,"Quetta, Pakistan",30.221,67.009,2023-11-22,17.1,9.2,13.2,17.1,9.2,13.2,-1.5,37.6,0.0,0.0,7.6,273.2,1016.9,24.1,196.1,17.0,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Quetta, Pakistan",30.221,67.009,2023-11-23,14.9,10.2,12.2,14.9,10.2,12.2,-1.0,42.0,0.0,0.0,9.4,280.5,1016.4,24.1,173.4,15.0,6.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Quetta, Pakistan",30.221,67.009,2023-11-24,15.8,9.8,12.4,15.8,8.4,12.2,-0.9,40.2,0.0,0.0,13.3,127.7,1016.3,24.1,121.6,10.2,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
8,"Quetta, Pakistan",30.221,67.009,2023-11-25,13.5,10.3,11.6,13.5,10.3,11.6,-1.8,39.5,0.0,0.0,11.6,149.9,1017.2,24.1,104.5,9.0,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
9,"Quetta, Pakistan",30.221,67.009,2023-11-26,13.7,9.8,11.6,13.7,8.7,11.5,0.8,47.7,1.2,20.83,12.6,137.0,1016.5,23.2,100.4,8.4,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
10,"Quetta, Pakistan",30.221,67.009,2023-11-27,11.8,8.7,10.2,11.8,6.7,9.3,1.2,53.9,0.1,4.17,19.4,125.2,1016.0,24.1,117.3,10.2,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
11,"Quetta, Pakistan",30.221,67.009,2023-11-28,8.6,7.4,7.8,8.2,6.2,7.0,4.3,78.6,10.1,29.17,11.6,146.2,1017.5,19.5,20.3,1.8,1.0,Overcast,Cloudy skies throughout the day.,cloudy,
12,"Quetta, Pakistan",30.221,67.009,2023-11-29,10.4,6.3,8.2,10.4,5.5,7.7,2.6,69.1,1.3,16.67,8.6,303.2,1018.0,23.6,165.0,13.8,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
13,"Quetta, Pakistan",30.221,67.009,2023-11-30,9.4,5.1,7.2,8.4,5.1,6.7,-0.2,61.0,0.0,0.0,7.6,292.1,1018.6,24.1,167.5,14.4,6.0,Clear,Clear conditions throughout the day.,clear-day,
14,"Quetta, Pakistan",30.221,67.009,2023-12-01,9.9,4.5,7.1,9.2,4.2,6.6,-1.6,55.4,0.0,0.0,7.2,311.4,1018.2,24.1,166.3,14.1,6.0,Clear,Clear conditions throughout the day.,clear-day,
0,"Faisalabad, Pakistan",31.404,73.09,2023-11-17,28.0,17.8,22.5,26.7,17.8,22.2,2.9,28.5,0.0,0.0,6.1,3.5,1018.3,24.1,158.1,13.7,6.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
1,"Faisalabad, Pakistan",31.404,73.09,2023-11-18,28.0,18.4,22.6,26.6,18.4,22.4,-0.2,22.4,0.0,0.0,5.8,306.0,1015.7,24.1,146.5,12.5,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
2,"Faisalabad, Pakistan",31.404,73.09,2023-11-19,28.2,18.1,22.5,26.8,18.1,22.2,-0.1,22.8,0.0,0.0,8.6,79.1,1016.2,24.1,156.8,13.5,6.0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,
3,"Faisalabad, Pakistan",31.404,73.09,2023-11-20,28.1,17.7,22.2,26.7,17.7,22.0,-1.0,21.8,0.0,0.0,7.2,0.7,1016.7,24.1,159.5,13.7,6.0,Clear,Clear conditions throughout the day.,clear-day,
4,"Faisalabad, Pakistan",31.404,73.09,2023-11-21,27.6,17.7,21.9,26.4,17.7,21.7,-2.1,20.4,0.0,0.0,6.8,312.2,1015.5,24.1,135.0,11.8,6.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
5,"Faisalabad, Pakistan",31.404,73.09,2023-11-22,28.9,17.4,22.2,27.2,17.4,22.0,-1.6,21.0,0.0,0.0,7.2,286.7,1012.5,24.1,181.8,15.6,6.0,Clear,Clear conditions throughout the day.,clear-day,
6,"Faisalabad, Pakistan",31.404,73.09,2023-11-23,29.2,18.5,22.8,27.5,18.5,22.5,-1.7,20.1,0.0,0.0,11.5,96.5,1011.5,24.1,153.6,13.5,6.0,Clear,Clear conditions throughout the day.,clear-day,
7,"Faisalabad, Pakistan",31.404,73.09,2023-11-24,28.7,18.0,22.6,27.1,18.0,22.3,-0.9,21.6,0.0,0.0,10.4,77.8,1014.7,24.1,142.6,12.3,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
8,"Faisalabad, Pakistan",31.404,73.09,2023-11-25,27.6,19.6,22.8,26.6,19.6,22.8,0.2,22.7,0.0,0.0,7.9,93.6,1014.0,24.1,99.6,8.7,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
9,"Faisalabad, Pakistan",31.404,73.09,2023-11-26,29.1,20.0,23.4,27.4,20.0,23.1,0.3,22.2,0.0,0.0,10.1,108.3,1014.5,24.1,138.4,12.0,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
10,"Faisalabad, Pakistan",31.404,73.09,2023-11-27,27.5,19.2,22.4,26.6,19.2,22.3,2.1,26.9,0.0,0.0,13.7,40.9,1016.0,24.1,120.0,10.5,5.0,Overcast,Cloudy skies throughout the day.,cloudy,
11,"Faisalabad, Pakistan",31.404,73.09,2023-11-28,24.9,18.9,21.3,24.9,18.9,21.3,7.1,40.3,0.0,0.0,11.5,83.6,1016.5,24.1,77.8,6.6,4.0,Overcast,Cloudy skies throughout the day.,cloudy,
12,"Faisalabad, Pakistan",31.404,73.09,2023-11-29,21.4,16.2,18.6,21.4,16.2,18.6,10.9,61.4,1.9,29.17,13.3,352.2,1016.3,23.5,74.5,6.6,3.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
13,"Faisalabad, Pakistan",31.404,73.09,2023-11-30,23.0,14.8,18.4,23.0,14.8,18.4,11.4,65.8,0.4,4.17,11.9,7.2,1015.4,24.1,124.3,11.1,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
14,"Faisalabad, Pakistan",31.404,73.09,2023-12-01,23.5,14.4,18.2,23.5,14.4,18.2,8.6,55.7,0.0,0.0,11.9,330.5,1013.8,24.1,142.9,12.3,5.0,Clear,Clear conditions throughout the day.,clear-day,
0,"Rawalpindi, Pakistan",33.589,73.046,2023-11-17,24.9,14.2,18.9,24.9,14.2,18.9,-0.1,28.7,0.0,0.0,12.6,316.7,1019.1,24.1,162.5,14.1,6.0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,
1,"Rawalpindi, Pakistan",33.589,73.046,2023-11-18,24.0,14.4,18.9,24.0,14.4,18.9,-0.3,27.7,0.0,0.0,5.0,317.9,1016.3,24.1,124.3,10.7,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
2,"Rawalpindi, Pakistan",33.589,73.046,2023-11-19,24.2,15.8,19.3,24.2,15.8,19.3,-0.2,27.4,0.0,0.0,7.9,43.1,1017.1,24.1,118.5,10.4,5.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
3,"Rawalpindi, Pakistan",33.589,73.046,2023-11-20,24.8,14.4,18.7,24.8,14.4,18.7,0.5,30.0,0.0,0.0,12.2,316.2,1017.3,24.1,156.7,13.6,6.0,Clear,Clear conditions throughout the day.,clear-day,
